dim0,dim1,y
687420.0,894456.0,80.0
,851687.0,79.0
687449.0,625588.0,77.0
687460.0,,75.0
687475.0,,73.0
687493.0,,79.0
,902485.0,80.0
687510.0,100762.0,71.0
687538.0,,73.0
687549.0,703998.0,78.0
687572.0,,74.0
687582.0,,78.0
687592.0,268450.0,73.0
687655.0,,74.0
,377514.0,74.0
687701.0,281949.0,73.0
687720.0,,76.0
,723885.0,78.0
687760.0,,74.0
687768.0,,74.0
687867.0,518270.0,76.0
687876.0,291739.0,73.0
,87999.0,71.0
687903.0,,78.0
687905.0,356130.0,74.0
687910.0,453089.0,75.0
687916.0,118696.0,71.0
687947.0,,77.0
687998.0,726685.0,78.0
688000.0,641369.0,77.0
688006.0,439455.0,75.0
688017.0,372192.0,74.0
688045.0,,75.0
688046.0,,78.0
688050.0,364269.0,74.0
688058.0,,79.0
688066.0,,72.0
688075.0,,73.0
,358290.0,74.0
688083.0,,77.0
688084.0,530881.0,76.0
,271628.0,73.0
688123.0,,77.0
688128.0,,72.0
688153.0,811564.0,79.0
688154.0,898607.0,80.0
688167.0,,72.0
688180.0,909409.0,80.0
,134047.0,72.0
688210.0,732019.0,78.0
,409570.0,75.0
688221.0,,74.0
688222.0,590520.0,77.0
688227.0,747103.0,78.0
,835919.0,79.0
688294.0,186912.0,72.0
688296.0,539605.0,76.0
688297.0,,79.0
688314.0,281388.0,73.0
,459687.0,75.0
688335.0,112691.0,71.0
688345.0,806492.0,79.0
688350.0,,76.0
688355.0,,72.0
688363.0,,76.0
,156543.0,72.0
,846564.0,79.0
688373.0,149201.0,72.0
688408.0,,71.0
688449.0,,74.0
,92676.0,71.0
688504.0,,74.0
688564.0,,79.0
,291325.0,73.0
688582.0,605210.0,77.0
,923215.0,80.0
,877874.0,80.0
688710.0,70928.0,71.0
688728.0,267911.0,73.0
688743.0,367866.0,74.0
688749.0,,78.0
688796.0,,71.0
688800.0,440962.0,75.0
,924609.0,80.0
688811.0,114737.0,71.0
688872.0,463360.0,75.0
688877.0,,80.0
688880.0,,75.0
688889.0,357934.0,74.0
,492084.0,75.0
688910.0,,80.0
,663932.0,77.0
,447625.0,75.0
688949.0,137516.0,72.0
688962.0,,77.0
,54757.0,71.0
688988.0,,71.0
688998.0,264893.0,73.0
689005.0,462160.0,75.0
689008.0,185718.0,72.0
689010.0,750474.0,78.0
,284780.0,73.0
689120.0,,76.0
,261765.0,73.0
689157.0,810600.0,79.0
,131860.0,72.0
689178.0,,74.0
689194.0,734554.0,78.0
,260352.0,73.0
689250.0,,75.0
689253.0,,73.0
689266.0,848931.0,79.0
,389415.0,74.0
689277.0,,72.0
,260377.0,73.0
689284.0,251481.0,73.0
689330.0,498027.0,76.0
689337.0,500658.0,76.0
,561994.0,76.0
689369.0,721684.0,78.0
689375.0,805285.0,79.0
,480313.0,75.0
689400.0,,72.0
689424.0,744492.0,78.0
689438.0,164229.0,72.0
689441.0,,78.0
689457.0,,71.0
,62795.0,71.0
689511.0,822076.0,79.0
,237859.0,73.0
689556.0,,75.0
689583.0,711710.0,78.0
,355664.0,74.0
689639.0,726722.0,78.0
,452204.0,75.0
689663.0,,78.0
689670.0,,80.0
,507657.0,76.0
689690.0,165365.0,72.0
689702.0,228771.0,73.0
689714.0,,72.0
689734.0,,78.0
689745.0,794494.0,79.0
689748.0,,72.0
,334618.0,74.0
,114751.0,71.0
689792.0,240859.0,73.0
689797.0,,72.0
,471874.0,75.0
689915.0,164028.0,72.0
,715007.0,78.0
689933.0,305334.0,73.0
690004.0,557170.0,76.0
690016.0,136236.0,72.0
,366155.0,74.0
690039.0,626347.0,77.0
,384949.0,74.0
,901065.0,80.0
,112477.0,71.0
690079.0,,75.0
690105.0,,78.0
,863549.0,79.0
690125.0,535085.0,76.0
,181735.0,72.0
690208.0,,75.0
690209.0,869407.0,80.0
690214.0,761983.0,78.0
,643756.0,77.0
690282.0,203735.0,72.0
690300.0,,75.0
,641010.0,77.0
690350.0,605451.0,77.0
690362.0,872093.0,80.0
690369.0,,71.0
690371.0,,75.0
,269567.0,73.0
690390.0,,73.0
690450.0,289860.0,73.0
690456.0,,77.0
,390385.0,74.0
690492.0,,72.0
690515.0,,71.0
690541.0,343049.0,74.0
690544.0,356350.0,74.0
690565.0,,77.0
,559348.0,76.0
690583.0,157489.0,72.0
690619.0,575842.0,76.0
690623.0,480775.0,75.0
690646.0,,80.0
,913134.0,80.0
690684.0,,79.0
,937618.0,80.0
,199921.0,72.0
690720.0,179705.0,72.0
690791.0,556000.0,76.0
690791.0,,79.0
690800.0,945437.0,80.0
,535298.0,76.0
690861.0,,75.0
690883.0,799284.0,79.0
690884.0,179906.0,72.0
690927.0,43268.0,71.0
690995.0,,78.0
691077.0,490792.0,75.0
,808890.0,79.0
691083.0,,72.0
691114.0,,73.0
691148.0,415474.0,75.0
691219.0,369288.0,74.0
691222.0,,72.0
,173852.0,72.0
691303.0,,73.0
691307.0,,75.0
691348.0,360642.0,74.0
691385.0,,77.0
691387.0,,79.0
691422.0,742745.0,78.0
,453541.0,75.0
691424.0,,76.0
691437.0,892303.0,80.0
,448306.0,75.0
691467.0,,80.0
691482.0,797328.0,79.0
691496.0,217904.0,72.0
691519.0,,73.0
,801512.0,79.0
,323611.0,74.0
691579.0,,77.0
691592.0,188109.0,72.0
,887114.0,80.0
691618.0,,76.0
,808552.0,79.0
,181373.0,72.0
691672.0,246481.0,73.0
691674.0,,75.0
691676.0,457856.0,75.0
691701.0,233557.0,73.0
,278341.0,73.0
691835.0,452319.0,75.0
,747573.0,78.0
691853.0,463428.0,75.0
691858.0,193847.0,72.0
691866.0,258532.0,73.0
691868.0,712375.0,78.0
691898.0,,75.0
691924.0,,80.0
691928.0,,72.0
691928.0,621772.0,77.0
,859788.0,79.0
691956.0,653400.0,77.0
691974.0,,74.0
691974.0,,78.0
691976.0,325873.0,74.0
692007.0,902904.0,80.0
692012.0,,77.0
692029.0,254849.0,73.0
692058.0,,77.0
692074.0,,72.0
692086.0,,79.0
692112.0,,77.0
692143.0,,72.0
692153.0,,71.0
692158.0,,80.0
692162.0,660663.0,77.0
692171.0,625757.0,77.0
,195998.0,72.0
,270797.0,73.0
,897901.0,80.0
,754355.0,78.0
692223.0,,80.0
,136939.0,72.0
692268.0,,78.0
692304.0,653262.0,77.0
692315.0,512836.0,76.0
692322.0,847008.0,79.0
692331.0,908320.0,80.0
,158767.0,72.0
,627253.0,77.0
692350.0,631476.0,77.0
692355.0,256942.0,73.0
692371.0,,77.0
692385.0,,71.0
692393.0,,80.0
692443.0,,78.0
692461.0,,75.0
692477.0,170848.0,72.0
692481.0,,78.0
,818970.0,79.0
692503.0,338744.0,74.0
692509.0,,75.0
692569.0,718520.0,78.0
692588.0,,76.0
692597.0,592183.0,77.0
692599.0,371019.0,74.0
,447360.0,75.0
,544063.0,76.0
,555293.0,76.0
692653.0,,71.0
692664.0,,79.0
692693.0,,71.0
,462583.0,75.0
,607248.0,77.0
692778.0,697768.0,78.0
692788.0,379334.0,74.0
692798.0,,79.0
692809.0,,77.0
692850.0,,76.0
692867.0,680744.0,78.0
692869.0,,78.0
692870.0,170319.0,72.0
,703612.0,78.0
,797907.0,79.0
692904.0,742454.0,78.0
692925.0,48112.0,71.0
692948.0,543505.0,76.0
692948.0,,78.0
692951.0,853239.0,79.0
692953.0,,80.0
,902741.0,80.0
693046.0,813466.0,79.0
693066.0,717039.0,78.0
,564283.0,76.0
,607335.0,77.0
,544373.0,76.0
693093.0,453611.0,75.0
693105.0,,80.0
693131.0,729235.0,78.0
693171.0,654510.0,77.0
693177.0,169577.0,72.0
,813609.0,79.0
693199.0,733017.0,78.0
,841711.0,79.0
693209.0,525942.0,76.0
693233.0,158079.0,72.0
693240.0,,72.0
693248.0,,79.0
693253.0,,72.0
693255.0,355616.0,74.0
693260.0,913320.0,80.0
693265.0,,78.0
,236143.0,73.0
693300.0,343163.0,74.0
693303.0,,72.0
693315.0,378014.0,74.0
693337.0,541921.0,76.0
693360.0,,73.0
693388.0,833896.0,79.0
693418.0,,74.0
693422.0,789280.0,79.0
,465022.0,75.0
693475.0,,76.0
693476.0,103756.0,71.0
693493.0,668082.0,77.0
,529706.0,76.0
,933968.0,80.0
,918960.0,80.0
693547.0,,76.0
693560.0,,72.0
693573.0,793268.0,79.0
693574.0,916600.0,80.0
,66903.0,71.0
693624.0,443506.0,75.0
,358056.0,74.0
693659.0,544377.0,76.0
693662.0,,74.0
693686.0,,76.0
693696.0,,74.0
693707.0,74054.0,71.0
693709.0,739918.0,78.0
,715719.0,78.0
693723.0,738293.0,78.0
693747.0,,73.0
693760.0,153778.0,72.0
693761.0,188460.0,72.0
693763.0,,75.0
693773.0,,75.0
693797.0,116993.0,71.0
693807.0,153353.0,72.0
,807484.0,79.0
693829.0,928942.0,80.0
693829.0,454617.0,75.0
693831.0,880076.0,80.0
693860.0,,75.0
,636353.0,77.0
,60793.0,71.0
693900.0,,80.0
693901.0,,72.0
,522320.0,76.0
,277657.0,73.0
693939.0,,72.0
693948.0,496299.0,76.0
693987.0,,73.0
693997.0,267381.0,73.0
,610648.0,77.0
,535551.0,76.0
694044.0,,76.0
694051.0,,80.0
,191410.0,72.0
,524791.0,76.0
694083.0,806286.0,79.0
694088.0,270102.0,73.0
694109.0,,76.0
694123.0,,72.0
694130.0,97241.0,71.0
694142.0,,72.0
694150.0,107019.0,71.0
694192.0,114551.0,71.0
694195.0,,77.0
,346917.0,74.0
694206.0,98257.0,71.0
694217.0,,73.0
694218.0,,76.0
694229.0,,71.0
694242.0,294654.0,73.0
694261.0,399509.0,74.0
694286.0,383036.0,74.0
694308.0,,71.0
694347.0,554563.0,76.0
,924986.0,80.0
694363.0,,77.0
694379.0,,79.0
,765994.0,78.0
694393.0,,78.0
,775148.0,79.0
,186935.0,72.0
694412.0,,80.0
694419.0,250756.0,73.0
694425.0,708269.0,78.0
694428.0,,77.0
694433.0,718368.0,78.0
694447.0,545470.0,76.0
694468.0,,79.0
,256130.0,73.0
694534.0,436372.0,75.0
694552.0,171010.0,72.0
694596.0,66626.0,71.0
694604.0,,79.0
694609.0,631534.0,77.0
694629.0,935741.0,80.0
694637.0,,74.0
694650.0,,75.0
694676.0,450790.0,75.0
694676.0,,78.0
694707.0,276835.0,73.0
,589641.0,77.0
,487524.0,75.0
694728.0,36894.0,71.0
,565209.0,76.0
,397727.0,74.0
694765.0,177227.0,72.0
,93822.0,71.0
,633147.0,77.0
,540998.0,76.0
694832.0,,76.0
694836.0,,75.0
694904.0,100335.0,71.0
694930.0,,80.0
694945.0,812023.0,79.0
694962.0,900865.0,80.0
,721099.0,78.0
,215251.0,72.0
,637041.0,77.0
695012.0,461339.0,75.0
695021.0,823939.0,79.0
,102233.0,71.0
695055.0,,76.0
695070.0,625071.0,77.0
,272517.0,73.0
,405382.0,75.0
,638702.0,77.0
695093.0,786801.0,79.0
695120.0,812013.0,79.0
695132.0,,78.0
,631273.0,77.0
,183732.0,72.0
695150.0,722646.0,78.0
695153.0,286461.0,73.0
695156.0,523116.0,76.0
695157.0,,71.0
,801796.0,79.0
695181.0,,80.0
,710201.0,78.0
695229.0,,79.0
695239.0,260020.0,73.0
,393834.0,74.0
695268.0,829067.0,79.0
,140057.0,72.0
695297.0,,75.0
695300.0,,74.0
,170066.0,72.0
695322.0,35235.0,71.0
695334.0,159800.0,72.0
695354.0,,78.0
695356.0,,80.0
695366.0,,74.0
,536305.0,76.0
695446.0,,77.0
,716804.0,78.0
695464.0,,74.0
695469.0,476623.0,75.0
,805938.0,79.0
,471055.0,75.0
695479.0,,80.0
,376921.0,74.0
695482.0,,73.0
695484.0,162953.0,72.0
695489.0,361205.0,74.0
695500.0,,76.0
,473708.0,75.0
,329376.0,74.0
,242013.0,73.0
695582.0,914389.0,80.0
695584.0,911412.0,80.0
,573336.0,76.0
,773971.0,79.0
695626.0,206893.0,72.0
695632.0,746947.0,78.0
695657.0,,79.0
695673.0,914754.0,80.0
,902570.0,80.0
,868029.0,80.0
695698.0,,72.0
,626015.0,77.0
,177426.0,72.0
,738024.0,78.0
695733.0,,79.0
695755.0,627120.0,77.0
695761.0,453805.0,75.0
695784.0,546079.0,76.0
695817.0,,77.0
,826559.0,79.0
695874.0,706147.0,78.0
695879.0,709715.0,78.0
695886.0,,79.0
695894.0,186124.0,72.0
,125679.0,71.0
,369337.0,74.0
695904.0,354037.0,74.0
695905.0,76290.0,71.0
695927.0,358117.0,74.0
695928.0,602516.0,77.0
,890091.0,80.0
,484324.0,75.0
696069.0,401972.0,74.0
,547313.0,76.0
,216266.0,72.0
696086.0,461771.0,75.0
,695142.0,78.0
696087.0,69359.0,71.0
696099.0,,72.0
696113.0,253201.0,73.0
696124.0,,71.0
696130.0,527799.0,76.0
696143.0,,74.0
,127505.0,72.0
696159.0,18941.0,71.0
696189.0,,78.0
,491849.0,75.0
,100871.0,71.0
696240.0,519321.0,76.0
696245.0,407242.0,75.0
,369181.0,74.0
,50113.0,71.0
696303.0,136668.0,72.0
696304.0,,76.0
,541512.0,76.0
,106852.0,71.0
696319.0,206362.0,72.0
696326.0,544576.0,76.0
696327.0,,78.0
,770629.0,78.0
696355.0,588701.0,77.0
696376.0,357556.0,74.0
,552408.0,76.0
696407.0,907511.0,80.0
696409.0,761138.0,78.0
,96914.0,71.0
,354868.0,74.0
696416.0,390465.0,74.0
696430.0,356846.0,74.0
,833042.0,79.0
696438.0,906309.0,80.0
696466.0,245195.0,73.0
696486.0,649061.0,77.0
696492.0,680340.0,77.0
696498.0,467691.0,75.0
,379939.0,74.0
696506.0,393303.0,74.0
696516.0,147437.0,72.0
696528.0,556215.0,76.0
696539.0,,75.0
696548.0,,79.0
696549.0,,77.0
696569.0,,74.0
696582.0,441033.0,75.0
696593.0,,77.0
696630.0,,74.0
,797005.0,79.0
696679.0,83719.0,71.0
696688.0,62555.0,71.0
,280068.0,73.0
,875365.0,80.0
696697.0,,80.0
696715.0,454571.0,75.0
696725.0,198448.0,72.0
,787767.0,79.0
,62157.0,71.0
696749.0,934480.0,80.0
,631009.0,77.0
696787.0,161320.0,72.0
696806.0,,77.0
,478283.0,75.0
696816.0,713583.0,78.0
696821.0,543708.0,76.0
696831.0,267663.0,73.0
696831.0,51692.0,71.0
696857.0,479963.0,75.0
696874.0,,72.0
,742836.0,78.0
696938.0,425213.0,75.0
696951.0,56516.0,71.0
,633053.0,77.0
696994.0,,76.0
696996.0,,71.0
697019.0,556704.0,76.0
697020.0,662014.0,77.0
697061.0,,72.0
697072.0,623021.0,77.0
697090.0,314558.0,74.0
,340652.0,74.0
,330360.0,74.0
697122.0,519669.0,76.0
697164.0,455742.0,75.0
,199077.0,72.0
,892980.0,80.0
697216.0,808092.0,79.0
697226.0,,75.0
697237.0,72304.0,71.0
697255.0,608732.0,77.0
697257.0,,71.0
697267.0,,71.0
697300.0,,77.0
,337213.0,74.0
697310.0,,79.0
,678422.0,77.0
697341.0,,80.0
697356.0,300746.0,73.0
697360.0,617110.0,77.0
697420.0,929982.0,80.0
697431.0,,75.0
697435.0,,75.0
,279982.0,73.0
697450.0,235114.0,73.0
697493.0,,75.0
,799505.0,79.0
,643156.0,77.0
697528.0,183816.0,72.0
,201341.0,72.0
697536.0,756838.0,78.0
697544.0,124023.0,71.0
697574.0,270962.0,73.0
697582.0,379596.0,74.0
697585.0,848834.0,79.0
697604.0,69685.0,71.0
697615.0,548916.0,76.0
,756430.0,78.0
697679.0,792140.0,79.0
697688.0,936905.0,80.0
697691.0,,78.0
,216545.0,72.0
,181310.0,72.0
697723.0,801490.0,79.0
697725.0,,77.0
697725.0,603109.0,77.0
697733.0,,75.0
697748.0,,72.0
697750.0,258838.0,73.0
,827338.0,79.0
697771.0,,78.0
697791.0,,79.0
697822.0,202038.0,72.0
,153533.0,72.0
697854.0,,74.0
697894.0,,73.0
697900.0,916256.0,80.0
697937.0,347255.0,74.0
697947.0,599869.0,77.0
697967.0,,80.0
697976.0,721088.0,78.0
697980.0,,78.0
,152016.0,72.0
698002.0,90736.0,71.0
,676981.0,77.0
698027.0,313484.0,74.0
,456646.0,75.0
,712558.0,78.0
698066.0,629827.0,77.0
698068.0,282536.0,73.0
,114843.0,71.0
,747353.0,78.0
,546441.0,76.0
698104.0,805917.0,79.0
,189520.0,72.0
,70609.0,71.0
698141.0,747537.0,78.0
698161.0,,79.0
698174.0,,75.0
698181.0,410852.0,75.0
698183.0,157517.0,72.0
698196.0,769108.0,78.0
698231.0,78582.0,71.0
698233.0,235747.0,73.0
698237.0,,77.0
698258.0,170912.0,72.0
698263.0,,79.0
698270.0,,72.0
698284.0,,74.0
698305.0,,76.0
,760390.0,78.0
698317.0,325962.0,74.0
698349.0,,74.0
,642392.0,77.0
698386.0,,72.0
698390.0,442362.0,75.0
698390.0,,74.0
,545756.0,76.0
698420.0,,72.0
698423.0,,76.0
698426.0,693880.0,78.0
,555254.0,76.0
698470.0,407277.0,75.0
,461194.0,75.0
698484.0,,78.0
698485.0,372138.0,74.0
698513.0,,71.0
698572.0,,79.0
698577.0,,74.0
698583.0,696772.0,78.0
698590.0,,72.0
698590.0,731664.0,78.0
698592.0,,72.0
698610.0,,74.0
698611.0,,71.0
698613.0,432969.0,75.0
,346112.0,74.0
698641.0,288369.0,73.0
698655.0,,80.0
,536916.0,76.0
698669.0,202649.0,72.0
698671.0,,77.0
698678.0,,78.0
,113648.0,71.0
698686.0,,76.0
,434268.0,75.0
,256532.0,73.0
698713.0,,73.0
,751670.0,78.0
698723.0,,75.0
698736.0,731791.0,78.0
698738.0,710834.0,78.0
,810572.0,79.0
,216397.0,72.0
,78330.0,71.0
698772.0,586398.0,76.0
,262934.0,73.0
698781.0,,77.0
698817.0,,78.0
698834.0,650219.0,77.0
698849.0,,80.0
698876.0,820293.0,79.0
698885.0,161213.0,72.0
698891.0,,80.0
698899.0,,75.0
698909.0,,80.0
698922.0,,74.0
698927.0,820361.0,79.0
698959.0,364523.0,74.0
698982.0,157268.0,72.0
698982.0,,78.0
,442950.0,75.0
698991.0,623548.0,77.0
698995.0,,74.0
,251189.0,73.0
,292876.0,73.0
,748714.0,78.0
,894227.0,80.0
699088.0,905514.0,80.0
699091.0,654418.0,77.0
699117.0,,72.0
699141.0,55718.0,71.0
699167.0,,72.0
699174.0,180134.0,72.0
699176.0,796146.0,79.0
699176.0,346618.0,74.0
699190.0,430905.0,75.0
699215.0,,72.0
699235.0,640382.0,77.0
,765497.0,78.0
,489343.0,75.0
,364628.0,74.0
,432802.0,75.0
699359.0,,75.0
699370.0,88539.0,71.0
699387.0,638661.0,77.0
,183889.0,72.0
,753863.0,78.0
699434.0,,76.0
699448.0,731112.0,78.0
699462.0,,74.0
699479.0,809605.0,79.0
699493.0,566899.0,76.0
699503.0,332386.0,74.0
,329878.0,74.0
,40748.0,71.0
,404654.0,75.0
699515.0,186078.0,72.0
,874705.0,80.0
699525.0,335383.0,74.0
699527.0,,79.0
699530.0,,71.0
,367977.0,74.0
699544.0,,80.0
,806160.0,79.0
,921132.0,80.0
699577.0,84073.0,71.0
699587.0,,71.0
,692899.0,78.0
,844112.0,79.0
699617.0,223493.0,73.0
,910537.0,80.0
699627.0,,77.0
,822877.0,79.0
699634.0,,78.0
699636.0,697700.0,78.0
699644.0,665823.0,77.0
699650.0,544939.0,76.0
699658.0,557079.0,76.0
699704.0,169693.0,72.0
699726.0,290427.0,73.0
,527038.0,76.0
699763.0,938638.0,80.0
,58806.0,71.0
699777.0,,79.0
699792.0,270050.0,73.0
699814.0,924178.0,80.0
699836.0,445997.0,75.0
699836.0,,76.0
699843.0,281420.0,73.0
699843.0,170173.0,72.0
699844.0,,76.0
,243518.0,73.0
,921812.0,80.0
,741696.0,78.0
,749106.0,78.0
,173816.0,72.0
,913387.0,80.0
,354619.0,74.0
699958.0,250701.0,73.0
,829555.0,79.0
,217064.0,72.0
699995.0,,76.0
,44530.0,71.0
,811497.0,79.0
,920015.0,80.0
,925143.0,80.0
,453590.0,75.0
700027.0,545607.0,76.0
700048.0,770950.0,78.0
700052.0,,80.0
700072.0,256085.0,73.0
700090.0,,71.0
700111.0,,75.0
700144.0,,73.0
700148.0,945715.0,80.0
,310757.0,73.0
,741340.0,78.0
700195.0,523142.0,76.0
700208.0,909738.0,80.0
700220.0,,71.0
700253.0,,72.0
700257.0,801142.0,79.0
,546719.0,76.0
700285.0,,77.0
700296.0,,73.0
700304.0,761297.0,78.0
700327.0,,78.0
700341.0,,78.0
,269452.0,73.0
700360.0,150529.0,72.0
700360.0,,73.0
,654732.0,77.0
,912153.0,80.0
700379.0,429272.0,75.0
700381.0,,76.0
700382.0,,78.0
700388.0,,76.0
700390.0,,75.0
700405.0,517444.0,76.0
,116093.0,71.0
,901683.0,80.0
,634899.0,77.0
700493.0,,75.0
700493.0,277259.0,73.0
,708890.0,78.0
,918639.0,80.0
,645505.0,77.0
,364284.0,74.0
,427242.0,75.0
700563.0,273355.0,73.0
700573.0,815947.0,79.0
700579.0,834875.0,79.0
700582.0,349924.0,74.0
700614.0,310658.0,73.0
,603504.0,77.0
700628.0,501589.0,76.0
700633.0,543771.0,76.0
700648.0,,74.0
700658.0,69813.0,71.0
,572466.0,76.0
,144130.0,72.0
700680.0,,75.0
700684.0,45745.0,71.0
,345174.0,74.0
700708.0,,73.0
700735.0,,75.0
700742.0,28899.0,71.0
,639830.0,77.0
,762757.0,78.0
700775.0,78522.0,71.0
,358688.0,74.0
700792.0,160655.0,72.0
700800.0,201117.0,72.0
700806.0,118592.0,71.0
700809.0,,78.0
700814.0,,71.0
700821.0,345991.0,74.0
,258325.0,73.0
,616878.0,77.0
700870.0,808691.0,79.0
700877.0,,79.0
700879.0,735835.0,78.0
,327674.0,74.0
,371126.0,74.0
,520452.0,76.0
,846397.0,79.0
700933.0,188560.0,72.0
700934.0,,74.0
700955.0,891589.0,80.0
700972.0,,72.0
700973.0,,74.0
700978.0,713737.0,78.0
700978.0,585306.0,76.0
700991.0,,80.0
700996.0,35117.0,71.0
701015.0,,77.0
,637238.0,77.0
,79474.0,71.0
701026.0,,79.0
,707673.0,78.0
701042.0,,78.0
701043.0,,77.0
701050.0,502809.0,76.0
,164231.0,72.0
,726160.0,78.0
701098.0,,73.0
701123.0,,80.0
701129.0,743881.0,78.0
701135.0,,77.0
,785561.0,79.0
,68280.0,71.0
701165.0,,75.0
701185.0,940431.0,80.0
701186.0,817401.0,79.0
701188.0,,79.0
,860375.0,79.0
701193.0,,79.0
701210.0,62808.0,71.0
,84410.0,71.0
701214.0,,79.0
,830555.0,79.0
701218.0,,72.0
,711505.0,78.0
,915454.0,80.0
701236.0,86382.0,71.0
,725139.0,78.0
,830492.0,79.0
701256.0,,73.0
701276.0,423940.0,75.0
,273193.0,73.0
701282.0,420783.0,75.0
701289.0,771302.0,78.0
,360825.0,74.0
,165851.0,72.0
701306.0,645847.0,77.0
701307.0,,77.0
701310.0,,78.0
701315.0,815485.0,79.0
701344.0,163348.0,72.0
,182476.0,72.0
701346.0,,77.0
701357.0,,72.0
701378.0,,72.0
701383.0,861299.0,79.0
701386.0,,75.0
701394.0,,73.0
,203059.0,72.0
,358004.0,74.0
701440.0,350651.0,74.0
701442.0,831770.0,79.0
701482.0,231348.0,73.0
701505.0,,80.0
701507.0,,71.0
701515.0,,72.0
701524.0,700986.0,78.0
701525.0,,76.0
,551797.0,76.0
701535.0,614917.0,77.0
701537.0,,80.0
701543.0,,78.0
,345602.0,74.0
701611.0,175826.0,72.0
701614.0,,71.0
,213922.0,72.0
701626.0,,75.0
701635.0,579857.0,76.0
,619160.0,77.0
701658.0,271205.0,73.0
701660.0,,79.0
701664.0,544296.0,76.0
701670.0,,80.0
,61317.0,71.0
701685.0,,80.0
701698.0,257182.0,73.0
701718.0,731001.0,78.0
,246906.0,73.0
701750.0,279987.0,73.0
701764.0,256508.0,73.0
,549233.0,76.0
701776.0,,78.0
,680498.0,78.0
701786.0,818497.0,79.0
701798.0,,71.0
,722771.0,78.0
701834.0,815754.0,79.0
701852.0,403556.0,74.0
,739105.0,78.0
,826975.0,79.0
,636978.0,77.0
701886.0,213791.0,72.0
701889.0,,74.0
,166064.0,72.0
701907.0,239568.0,73.0
701908.0,931089.0,80.0
,518683.0,76.0
701928.0,628799.0,77.0
701937.0,337646.0,74.0
,702428.0,78.0
,883188.0,80.0
701987.0,,72.0
701989.0,523946.0,76.0
702026.0,831817.0,79.0
702029.0,,73.0
702032.0,,72.0
702053.0,70797.0,71.0
,807732.0,79.0
,743009.0,78.0
702111.0,,77.0
702124.0,917836.0,80.0
702128.0,832563.0,79.0
,707396.0,78.0
702150.0,,77.0
702153.0,,74.0
,919086.0,80.0
,236234.0,73.0
,103933.0,71.0
702183.0,834787.0,79.0
702190.0,812117.0,79.0
,105516.0,71.0
702224.0,438479.0,75.0
702226.0,,74.0
702231.0,243342.0,73.0
702262.0,932185.0,80.0
702266.0,,73.0
702315.0,,73.0
,176601.0,72.0
,284066.0,73.0
702397.0,105412.0,71.0
,148507.0,72.0
702401.0,,80.0
,513187.0,76.0
,298615.0,73.0
702413.0,,72.0
702428.0,,72.0
702429.0,696057.0,78.0
702437.0,,78.0
702438.0,,75.0
,806243.0,79.0
702455.0,774526.0,79.0
702457.0,833212.0,79.0
702463.0,728739.0,78.0
,720365.0,78.0
702465.0,255017.0,73.0
,564312.0,76.0
,531886.0,76.0
702491.0,415191.0,75.0
702499.0,801580.0,79.0
,119449.0,71.0
,465115.0,75.0
702512.0,,76.0
702513.0,,73.0
702515.0,887535.0,80.0
702522.0,,77.0
702534.0,537723.0,76.0
,940287.0,80.0
,61178.0,71.0
702549.0,839096.0,79.0
702572.0,,78.0
702584.0,920114.0,80.0
,542765.0,76.0
,671722.0,77.0
,454798.0,75.0
702646.0,898643.0,80.0
702652.0,254159.0,73.0
702674.0,85758.0,71.0
702691.0,401282.0,74.0
,532055.0,76.0
702701.0,,80.0
702707.0,,77.0
702708.0,,73.0
702718.0,893601.0,80.0
,165110.0,72.0
702732.0,936050.0,80.0
702736.0,788032.0,79.0
702748.0,,75.0
702756.0,,71.0
702764.0,,77.0
,154591.0,72.0
702778.0,,78.0
702801.0,,80.0
,446538.0,75.0
702825.0,633606.0,77.0
702839.0,897124.0,80.0
,333858.0,74.0
702846.0,445528.0,75.0
,629095.0,77.0
,75889.0,71.0
702867.0,828579.0,79.0
702869.0,263558.0,73.0
702892.0,800368.0,79.0
702893.0,576342.0,76.0
,350390.0,74.0
,827583.0,79.0
,333496.0,74.0
702933.0,650355.0,77.0
,694367.0,78.0
702939.0,504648.0,76.0
702940.0,,75.0
702948.0,559965.0,76.0
,377948.0,74.0
,443655.0,75.0
702976.0,234893.0,73.0
702999.0,,75.0
,471776.0,75.0
703016.0,,76.0
703022.0,,72.0
703027.0,,73.0
703031.0,,76.0
703031.0,770242.0,78.0
703041.0,,77.0
703058.0,,79.0
,715118.0,78.0
703062.0,180447.0,72.0
,331899.0,74.0
703073.0,586489.0,76.0
703084.0,900471.0,80.0
,152325.0,72.0
703108.0,872153.0,80.0
703115.0,,76.0
703119.0,,74.0
703137.0,876632.0,80.0
703149.0,,76.0
703193.0,,79.0
,171108.0,72.0
703201.0,104354.0,71.0
703209.0,,71.0
703231.0,87278.0,71.0
,41920.0,71.0
,418695.0,75.0
,328240.0,74.0
703261.0,,77.0
703265.0,,77.0
703272.0,,72.0
703281.0,,75.0
,900146.0,80.0
703283.0,,80.0
703289.0,,79.0
,429999.0,75.0
,729166.0,78.0
703318.0,860058.0,79.0
703328.0,917781.0,80.0
703335.0,,75.0
703336.0,166789.0,72.0
703337.0,,75.0
,519751.0,76.0
,756812.0,78.0
,587210.0,76.0
,942469.0,80.0
703354.0,,71.0
703365.0,,72.0
703369.0,,80.0
,248320.0,73.0
